Student_ID,Gender,Age,Attendance_Percentage,Study_Hours,Previous_Grades,Parent_Education,Internet_Access,Family_Income,Extra_Activities,School_Type,Final_Exam_Score,Pass_Fail_Status
STU1807,Female,17,92.55671906135294,6.851182215487891,80.26064316855371,High School,Yes,Medium,Yes,Private,100,Pass
STU1730,Male,17,97.24607266787248,1.0,63.2443962559781,Bachelor's,Yes,Medium,No,Public,83,Pass
STU1605,Male,15,96.40929171283678,1.119733986505416,71.34796224301554,Associate's,Yes,Low,No,Public,85,Pass
STU1684,Female,17,99.74286271406704,3.990689047436811,69.09148061536311,High School,Yes,Low,Yes,Public,98,Pass
STU1175,Female,17,98.61473882467934,3.948186475186501,42.25634257046492,Master's,Yes,Medium,No,Public,91,Pass
STU1994,Female,15,91.64923342387668,2.575880997389135,77.51016200801836,High School,Yes,Low,No,Public,93,Pass
STU1731,Male,16,95.6162645910262,5.706463424599919,80.44467382679139,Associate's,Yes,Low,Yes,Private,100,Pass
STU1142,Male,16,89.43702304757622,1.2991052602835014,74.10294232839072,High School,Yes,High,Yes,Public,84,Pass
STU1013,Female,18,92.03031207568804,4.55986534511354,75.15895106071898,Associate's,No,High,Yes,Public,91,Pass
STU1229,Female,18,90.58178447942008,4.077635180484018,81.10561120770923,High School,No,Medium,No,Public,83,Pass
STU1270,Male,16,93.33176226939032,4.594563812803459,75.5025603133958,Associate's,Yes,Medium,Yes,Private,93,Pass
STU1936,Male,17,86.95676895966307,10.0,82.91740014121396,High School,No,Medium,No,Public,98,Pass
STU1628,Female,16,98.5104951118184,7.050933123695689,83.418688532766,High School,Yes,Medium,Yes,Public,100,Pass
STU1408,Male,17,90.8803795231598,1.2537917403040255,86.46141287537341,High School,No,Medium,Yes,Public,86,Pass
STU1173,Female,17,98.7197384452312,5.843140224439184,78.3274384763034,Bachelor's,Yes,Medium,Yes,Public,100,Pass
STU1380,Male,16,88.10704796210206,4.943532070912168,63.07540697646603,Bachelor's,Yes,Low,Yes,Private,95,Pass
STU1426,Female,18,91.6815057272834,5.071363328837133,78.81016153547536,Bachelor's,Yes,Medium,No,Public,100,Pass
STU1206,Male,17,87.13975255424074,2.247684879891624,64.33905097596553,High School,Yes,Medium,Yes,Public,81,Pass
STU1602,Male,16,92.77788725924194,6.734137395952409,57.43955915702502,High School,Yes,Low,Yes,Private,98,Pass
STU1487,Male,16,97.44967192148604,10.0,44.09241986590382,Associate's,Yes,Medium,No,Private,100,Pass
STU1885,Female,15,94.0766924000209,2.139642880570848,66.42211973847478,High School,Yes,Low,No,Public,87,Pass
STU1275,Female,16,85.64367956399923,8.697663901587815,69.3231622585115,High School,Yes,Low,No,Private,100,Pass
STU1185,Male,15,95.27559930699698,4.090777354063562,80.4184615003008,High School,No,Medium,No,Public,86,Pass
STU1374,Female,16,85.76469754087873,4.406397546871657,86.5284150377702,Bachelor's,Yes,Low,Yes,Public,100,Pass
STU1119,Female,16,90.67695667767268,9.290937739175662,78.41964806836523,Bachelor's,Yes,Low,Yes,Private,100,Pass
STU1414,Female,15,91.96205205048096,3.5838883996536417,78.37998715126314,Bachelor's,Yes,High,Yes,Public,100,Pass
STU1135,Female,17,84.43161585793504,4.377076297727264,79.4359574179491,Master's,Yes,Low,No,Private,96,Pass
STU1369,Male,15,93.18116001018991,3.3848440253026477,99.27043730279628,Associate's,Yes,Medium,Yes,Public,100,Pass
STU1498,Male,16,92.27242704382328,6.0434193660512125,76.4182204369441,Bachelor's,Yes,Medium,No,Public,100,Pass
STU1455,Male,15,89.858048678568,10.0,72.36175678538417,Associate's,Yes,High,No,Public,100,Pass
STU1916,Male,17,96.16444155905847,2.23497993522271,72.48142898923895,High School,Yes,Medium,Yes,Public,86,Pass
STU1469,Male,18,92.10879227959644,7.492873993495966,70.51208431550917,Associate's,Yes,Medium,Yes,Private,100,Pass
STU1078,Male,17,92.55671906135294,3.4022684207513056,84.04428853334403,Bachelor's,Yes,High,No,Public,92,Pass
STU1155,Female,17,94.01527604388625,1.0382389284677689,80.35278500492458,Bachelor's,Yes,Medium,Yes,Public,97,Pass
STU1539,Male,15,88.53710323306778,7.307703685455256,89.75432644222221,High School,Yes,Medium,Yes,Public,100,Pass
STU1861,Female,17,82.11077714658185,7.445635409936941,83.61630091044701,Associate's,No,Low,Yes,Private,97,Pass
STU1484,Female,15,92.55671906135294,1.1189820244307749,68.97541050438173,High School,Yes,Low,Yes,Public,83,Pass
STU1724,Female,15,95.42910499842608,3.888549237666301,84.17105828538308,Associate's,No,High,No,Public,93,Pass
STU1082,Female,15,96.98887177448998,3.3691503459746013,76.23400371783144,Master's,Yes,Medium,No,Public,93,Pass
STU1765,Male,15,91.7564813478513,6.364535570138302,68.62023141294083,High School,Yes,High,No,Private,100,Pass
STU1827,Male,15,90.98989648142206,2.5740876487337454,75.83464921463852,Bachelor's,Yes,Medium,No,Public,96,Pass
STU1970,Male,15,92.8101320404304,2.191087690030741,63.46006153708433,Bachelor's,Yes,Medium,No,Public,92,Pass
STU1368,Female,18,90.78868899523177,1.6531853233055454,93.39924972475004,Associate's,Yes,Medium,No,Private,100,Pass
STU1549,Female,15,92.55671906135294,2.389543495431404,74.64136647961743,Associate's,Yes,Medium,No,Private,91,Pass
STU1631,Female,17,92.55736636795882,3.437283904675403,67.63725546536918,Bachelor's,Yes,Medium,No,Public,91,Pass
STU1737,Male,16,98.85196920569116,10.0,57.251784761361776,Master's,Yes,Medium,No,Public,100,Pass
STU1321,Female,15,90.7895043115986,7.0649476243817215,84.87024857012726,Master's,No,Medium,Yes,Private,100,Pass
STU1261,Female,16,92.97488658858126,9.84714744373505,75.45901893443192,Bachelor's,Yes,Low,Yes,Public,100,Pass
STU1434,Male,17,90.85465496594672,1.2842342339146855,80.06090978630247,High School,No,Medium,No,Public,88,Pass
STU1958,Male,16,84.31153383018454,10.0,64.02741250204838,Master's,Yes,Medium,No,Private,100,Pass
STU1673,Male,18,88.61323223813608,3.398666068116249,62.77538087377962,Bachelor's,Yes,Low,Yes,Private,89,Pass
STU1203,Male,15,89.36257235369956,5.739341770101946,80.24412851337836,Associate's,Yes,High,Yes,Public,100,Pass
STU1453,Male,18,94.0129443144398,2.0189096313865056,73.94859822159657,Master's,Yes,High,Yes,Public,95,Pass
STU1114,Female,16,93.13100273663582,3.887750304756632,68.88019289696754,High School,Yes,High,Yes,Private,100,Pass
STU1627,Male,15,93.13416980762388,6.702778052086925,89.20601386992188,Associate's,Yes,High,No,Private,100,Pass
STU1978,Male,16,89.55701081936854,2.487895594929079,60.67046932245096,Bachelor's,Yes,Medium,No,Public,86,Pass
STU1028,Female,17,88.22843989601418,4.268296179203817,83.94348479426438,High School,No,Low,Yes,Private,94,Pass
STU1728,Female,18,88.60795453487545,4.092746972382282,71.75712334442824,Bachelor's,Yes,High,Yes,Public,99,Pass
STU1510,Female,17,85.94193018146015,4.836753606572179,67.67667783747629,Bachelor's,Yes,Medium,No,Public,95,Pass
STU1779,Female,16,95.63942915750545,8.286230249100417,55.18164183680978,Associate's,Yes,High,Yes,Public,100,Pass
STU1443,Male,17,94.47910240619258,2.32154178627943,89.21289654041794,Bachelor's,Yes,High,Yes,Private,97,Pass
STU1308,Male,17,87.96567749157296,4.777449714582761,68.90053604021858,High School,Yes,Medium,Yes,Public,92,Pass
STU1611,Male,18,94.72500458345972,2.0111586340303425,78.7432873981216,High School,Yes,Medium,No,Public,88,Pass
STU1786,Female,18,92.24554473826323,4.401609184007828,90.468208503065,Bachelor's,No,High,No,Public,100,Pass
STU1291,Male,16,92.3263787573365,4.456312157015447,71.50507552033136,Associate's,Yes,Medium,No,Public,99,Pass
STU1168,Male,16,92.55671906135294,9.796699747779488,80.69000689052596,Bachelor's,Yes,Medium,No,Private,100,Pass
STU1683,Male,17,92.63941211239656,1.4297610355034271,57.82996899609438,Bachelor's,No,Medium,Yes,Public,84,Pass
STU1548,Female,16,90.18144427313396,2.2023394476356364,65.45976326082238,Bachelor's,Yes,Low,Yes,Public,94,Pass
STU1887,Female,15,95.9966067468582,5.408382040729289,63.73531012170872,Master's,Yes,Medium,Yes,Private,100,Pass
STU1967,Female,15,98.73811977922595,3.1662726172113564,81.38255811124947,High School,Yes,High,No,Public,97,Pass
STU1319,Male,15,83.74627414747165,4.3421004697587335,86.99709085857548,Associate's,Yes,High,No,Public,96,Pass
STU1184,Female,18,88.50537885341889,4.206196348955943,81.93612487396166,Master's,Yes,Medium,Yes,Public,100,Pass
STU1876,Male,16,92.1665924621671,1.9477206083276977,77.74236376979884,High School,Yes,Low,No,Public,87,Pass
STU1127,Female,15,86.32485124285509,9.707658797084342,74.39408791726666,High School,No,Medium,Yes,Private,100,Pass
STU1228,Male,16,88.85668661074962,6.122891939690486,90.89938439169168,Bachelor's,Yes,High,Yes,Private,100,Pass
STU1689,Female,17,92.94204363232356,4.864321767774403,92.0635555208793,Bachelor's,Yes,High,No,Public,100,Pass
STU1149,Male,18,97.55311250460356,1.7511641671104947,88.75225638457778,Bachelor's,Yes,Medium,No,Public,90,Pass
STU1867,Male,15,90.92778729306954,3.32988421728986,40.0,High School,Yes,High,Yes,Public,82,Pass
STU1670,Male,17,97.75060261528242,5.917760886028082,79.24444986147154,Bachelor's,Yes,Medium,No,Public,100,Pass
STU1440,Male,17,88.91337476100443,6.328867687925065,79.59644071500631,Master's,Yes,Medium,No,Private,100,Pass
STU1671,Male,16,81.79095797485303,3.4264362533431783,73.29297761551281,High School,Yes,Medium,No,Public,81,Pass
STU1289,Male,15,90.3011342640066,2.626145960594216,57.48225363530506,High School,Yes,Medium,No,Public,73,Pass
STU1430,Male,18,87.72798493655318,1.2431391136310623,81.7946624706863,High School,Yes,High,Yes,Public,90,Pass
STU1614,Male,16,94.0053041807696,4.803677096719566,82.68312637760641,High School,Yes,Medium,No,Private,99,Pass
STU1433,Female,16,92.83859631171345,4.002719414161707,69.15887330354951,Master's,Yes,Low,Yes,Public,95,Pass
STU1569,Female,17,91.9317334264947,3.943803146705812,72.55834159120451,Associate's,No,High,Yes,Public,89,Pass
STU1725,Female,17,89.87256047708664,6.32726588061233,79.82237823231715,Bachelor's,Yes,Medium,Yes,Public,100,Pass
STU1085,Male,18,95.97830571586212,3.395655989539428,78.6757081444379,Associate's,Yes,High,No,Private,97,Pass
STU1025,Male,18,96.1028898126188,6.200549684970202,55.45950633215175,High School,Yes,Medium,Yes,Public,90,Pass
STU1995,Male,17,90.5768342447025,4.236040773223276,68.46506831400005,Associate's,No,Medium,Yes,Public,94,Pass
STU1826,Female,16,91.3418509245613,2.252447068940932,80.65343425051023,Bachelor's,Yes,Medium,No,Public,97,Pass
STU1480,Female,16,88.53738788939086,2.727334189635911,84.56996297851188,Bachelor's,Yes,High,Yes,Public,96,Pass
STU1618,Male,17,94.28862982955184,5.336100117652357,77.05583753078923,Bachelor's,Yes,Low,No,Public,99,Pass
STU1820,Male,16,85.91831410725115,3.111717877158761,89.0445581763402,High School,Yes,High,No,Public,98,Pass
STU1411,Male,15,95.97532409396962,7.314662487781656,82.8144813659077,Associate's,Yes,Low,Yes,Public,100,Pass
STU1090,Male,15,92.55671906135294,7.286833392766391,75.94119588697859,Associate's,Yes,Low,No,Public,100,Pass
STU1253,Female,15,84.53152803051974,5.842766446780172,84.94462860963618,Bachelor's,Yes,Medium,Yes,Public,100,Pass
STU1197,Female,18,85.50713730181045,6.436523524021736,95.86584064540554,High School,Yes,Medium,Yes,Private,100,Pass
STU1929,Female,17,94.32461403496328,3.969950637211425,51.04353024451584,Master's,Yes,Low,No,Public,91,Pass
STU1084,Male,18,84.15664177682034,2.597432268269933,52.44320201704565,High School,Yes,High,Yes,Public,84,Pass
STU1259,Female,15,83.87076094331773,3.2654245571644798,70.61508794160258,Master's,Yes,Medium,Yes,Public,89,Pass
STU1361,Male,18,94.87906227641734,4.34439632773134,74.10463349447936,High School,Yes,Medium,Yes,Public,97,Pass
STU1985,Female,15,92.76789016159186,3.037208633849567,61.84185786667667,Associate's,Yes,Medium,No,Public,82,Pass
STU1566,Female,16,84.81554427662253,3.2974950828938736,88.68399820238605,Bachelor's,Yes,Medium,No,Public,98,Pass
STU1979,Female,18,84.35433230821849,4.051889240771674,81.66696569436873,Associate's,Yes,High,Yes,Public,100,Pass
STU1409,Female,16,91.57372506535933,7.277030790556362,73.74778946315558,High School,Yes,Medium,No,Public,97,Pass
STU1474,Female,16,94.41871350760002,4.4951502538461305,76.80987796482343,Associate's,No,Medium,No,Public,92,Pass
STU1796,Female,15,99.16001796682876,8.78837428286048,85.27424205748657,Bachelor's,Yes,Medium,No,Public,100,Pass
STU1570,Male,16,86.93512468060189,8.020342556023145,86.20582870212932,Bachelor's,No,High,Yes,Public,100,Pass
STU1269,Male,17,97.0006236233816,3.2241475794573997,63.66262230317801,Associate's,Yes,Low,No,Public,83,Pass
STU1638,Male,15,88.07971108025171,7.446881641500366,71.82816668741073,Associate's,Yes,Medium,Yes,Public,100,Pass
STU1741,Male,17,95.19056400144098,5.855433873130616,65.93586129359643,High School,Yes,Medium,No,Public,95,Pass
STU1715,Male,15,90.389082063628,2.401699280260829,65.66326664369114,High School,Yes,Low,Yes,Public,89,Pass
STU1003,Female,18,95.86902682027612,3.778954374977197,71.63696805929496,High School,Yes,Low,Yes,Public,88,Pass
STU1823,Male,17,96.89031090617044,3.1112428468692874,89.93787479870792,Bachelor's,Yes,High,No,Public,100,Pass
STU1785,Male,17,95.18436715068864,3.888549237666301,89.50417604950468,Bachelor's,No,Low,No,Public,100,Pass
STU1196,Male,18,97.93996836438478,2.9284794298341392,57.7375745524668,High School,No,Low,No,Private,86,Pass
STU1447,Female,17,91.87066254491928,4.886238814529065,50.80081536703261,Master's,Yes,Medium,No,Public,94,Pass
STU1258,Female,16,98.92436627876268,3.253398993608213,76.84698697578864,High School,Yes,Medium,No,Private,97,Pass
STU1040,Male,16,94.75970475834212,1.9307981989401333,62.98493287566392,Associate's,Yes,Medium,No,Public,83,Pass
STU1235,Male,17,92.93852458093636,2.576450699769191,79.70838710460214,Bachelor's,Yes,Low,Yes,Private,96,Pass
STU1392,Male,15,90.52628534133244,2.766247224735749,75.24489761049658,Associate's,Yes,Low,Yes,Private,91,Pass
STU1982,Female,17,78.82043722704488,6.474892423254117,87.16624607892145,Associate's,Yes,Low,No,Private,100,Pass
STU1322,Female,15,85.86599810358734,3.551403900153779,71.16745959671606,Bachelor's,Yes,High,No,Private,99,Pass
STU1643,Male,16,87.02032997279633,1.667131064708412,60.54651584816696,Associate's,Yes,Medium,No,Private,75,Pass
STU1735,Male,15,90.29560665958972,1.0,73.60546875438126,Associate's,No,Medium,No,Public,86,Pass
STU1781,Female,15,92.63749010644878,5.994478593773454,85.608006009777,High School,Yes,High,Yes,Public,100,Pass
STU1797,Female,17,88.32782308943786,2.661168110303541,68.44500961482912,High School,No,Medium,Yes,Public,76,Pass
STU1323,Female,18,81.07660111953899,5.593540721705172,94.70414123987636,Master's,Yes,Medium,No,Public,100,Pass
STU1944,Female,17,89.376771728816,2.6688473650727085,58.48286773340693,High School,Yes,Low,Yes,Public,80,Pass
STU1267,Female,16,94.837067662334,3.888549237666301,67.76778121205302,Bachelor's,Yes,Medium,Yes,Public,100,Pass
STU1066,Female,17,92.55671906135294,2.6262070101362767,71.32782393799594,High School,Yes,Medium,No,Public,94,Pass
STU1532,Female,17,93.14343350112556,4.3729522269155305,53.62391263250199,Associate's,No,Low,No,Private,87,Pass
STU1065,Male,16,89.51279527188669,1.635648182197225,91.6096921066259,Bachelor's,Yes,Medium,No,Private,94,Pass
STU1711,Female,15,91.69582901031438,5.369891201450969,68.20397346311923,Associate's,Yes,Low,No,Public,96,Pass
STU1390,Female,16,98.6504454542054,7.884139343557354,61.483275078302896,Bachelor's,Yes,Medium,Yes,Private,100,Pass
STU1983,Male,16,97.82729591851016,6.562404429580622,59.88054956788608,High School,Yes,Medium,No,Public,98,Pass
STU1189,Female,16,92.66238679119203,7.060587422133198,58.78219491627652,High School,Yes,Low,No,Public,90,Pass
STU1030,Male,17,91.21590947202468,4.949314102623684,85.35926775287271,Master's,Yes,Medium,No,Private,100,Pass
STU1449,Male,18,86.47513458820251,5.926178198519256,65.79184112472866,Master's,No,Medium,No,Public,100,Pass
STU1888,Male,15,91.40714270186751,6.614567490483939,71.23648315416476,Associate's,Yes,High,No,Public,97,Pass
STU1762,Male,17,94.08638036503616,3.888549237666301,59.3353653438992,Bachelor's,Yes,Medium,No,Public,98,Pass
STU1776,Male,16,86.15797799033157,3.7409186509157695,46.09989699733043,Associate's,Yes,High,No,Public,84,Pass
STU1886,Male,16,94.42812250288644,2.087724672182031,70.93304890915846,Bachelor's,Yes,High,Yes,Private,99,Pass
STU1971,Female,15,95.54454878015146,2.542989338560064,63.63546358368693,Master's,Yes,Medium,No,Public,86,Pass
STU1872,Male,15,87.75117192701948,5.559690436329024,87.28398064956525,Associate's,Yes,High,Yes,Public,100,Pass
STU1713,Male,17,90.74784124503569,1.4782770734970885,77.01826757314691,Associate's,Yes,Medium,No,Public,89,Pass
STU1501,Female,16,96.49048420804148,6.52235983137733,58.67295169571948,Associate's,Yes,Medium,No,Public,96,Pass
STU1019,Male,18,91.26315169875808,3.899704134409245,69.1828157827342,Associate's,Yes,Low,No,Public,82,Pass
STU1881,Male,17,97.07241318104188,4.869359809534118,100.0,High School,No,Low,No,Public,97,Pass
STU1005,Male,17,90.56174151309308,2.8889582454226748,95.45653436713546,Associate's,Yes,Low,Yes,Public,93,Pass
STU1642,Male,17,93.03529794375672,4.070900276218353,68.1510433363853,Associate's,Yes,Medium,No,Private,98,Pass
STU1849,Female,18,92.24471900586052,2.7987770811903148,83.83300669773254,Bachelor's,No,Low,Yes,Public,89,Pass
STU1035,Female,15,83.4946488573807,4.033037069109636,66.01258651528899,High School,Yes,Low,Yes,Public,79,Pass
STU1070,Female,16,94.68149730296648,2.693243488662408,84.55508656124607,High School,Yes,Low,Yes,Public,96,Pass
STU1718,Female,17,90.60004148752938,1.8676239225557256,80.44758966154352,Associate's,No,High,No,Public,88,Pass
STU1061,Male,18,89.42020172926641,6.048870228450903,66.83018877134165,High School,Yes,Medium,No,Public,0,Fail
STU1327,Female,15,86.14535261816481,1.0431497601270077,69.24317602202579,Associate's,Yes,Low,No,Public,74,Pass
STU1934,Female,17,91.47618390566288,2.744451314702474,55.986551026165,Bachelor's,Yes,Low,No,Public,82,Pass
STU1307,Female,17,98.0423341851998,6.89061277414428,80.49050821121003,High School,Yes,High,No,Public,100,Pass
STU1530,Female,16,92.35537054942624,2.280145743164666,61.55254772248938,Associate's,Yes,Medium,Yes,Public,80,Pass
STU1131,Male,17,95.26575153034864,1.3212266715091725,59.67581294126066,High School,Yes,High,Yes,Public,82,Pass
STU1517,Male,17,85.74938823675456,1.802167560858244,67.52709307165573,High School,Yes,Medium,No,Public,81,Pass
STU1049,Female,18,93.40756112210792,3.888549237666301,88.08487704137062,Associate's,No,Medium,Yes,Public,97,Pass
STU1561,Female,16,92.42565592588652,3.136423858078571,56.36907025255756,High School,Yes,Medium,No,Public,84,Pass
STU1147,Female,17,83.96970149920278,5.7957933487311415,60.99356783842036,Associate's,Yes,Medium,Yes,Public,100,Pass
STU1016,Male,18,90.22639838383442,3.162636309204757,95.26839240957575,Associate's,Yes,Medium,Yes,Public,93,Pass
STU1407,Male,17,89.37363787265178,1.3121672876996922,66.66626960170767,Associate's,No,Medium,Yes,Public,78,Pass
STU1634,Female,17,92.76603503261174,5.903510619069054,57.076979066313584,Bachelor's,Yes,Medium,Yes,Public,100,Pass
STU1808,Female,15,93.57688367910715,6.189824589864576,74.32517494373785,Master's,Yes,Medium,No,Private,100,Pass
STU1949,Female,16,77.46488285260287,2.332729946700085,66.94230195082449,High School,Yes,Medium,Yes,Public,81,Pass
STU1955,Male,18,97.76786591398069,2.4669344857009894,85.84672961446189,Associate's,Yes,Medium,Yes,Public,95,Pass
STU1366,Male,15,87.04182565607681,1.0,72.79125112113584,Associate's,Yes,Low,No,Public,86,Pass
STU1917,Male,18,91.23760413929526,3.6979960698652494,46.8976308653896,High School,Yes,Medium,Yes,Public,92,Pass
STU1073,Male,15,90.98569720126396,2.146068146732457,74.91547622557621,High School,Yes,Medium,No,Private,87,Pass
STU1596,Male,16,97.53383890568594,3.173888708849684,76.54202578701025,Associate's,Yes,Medium,No,Private,100,Pass
STU1694,Male,15,89.44846301156986,4.7985834080995,65.12612971703471,Master's,Yes,Low,No,Public,100,Pass
STU1362,Female,15,88.32623946835128,10.0,80.42731713061895,High School,No,High,No,Private,100,Pass
STU1059,Male,16,88.77247390560765,2.802415921254648,100.0,Bachelor's,Yes,Medium,No,Private,100,Pass
STU1038,Male,17,93.90034376347045,5.657699602066998,67.01946479474839,Associate's,Yes,High,Yes,Public,99,Pass
STU1472,Female,17,91.54292615661748,7.323362558347192,69.24636250416346,High School,Yes,Low,Yes,Public,99,Pass
STU1681,Female,16,82.15753058431193,3.698027876857268,53.86735159304561,Associate's,Yes,Medium,Yes,Private,89,Pass
STU1081,Female,17,98.79899188125871,2.0496544360956417,77.22705500030207,Associate's,Yes,Low,No,Public,98,Pass
STU1716,Female,18,96.0090851030209,3.888549237666301,69.57478087281797,High School,No,Medium,Yes,Private,89,Pass
STU1249,Female,18,90.22584481913374,3.888549237666301,71.8951802892288,Associate's,Yes,Medium,No,Public,97,Pass
STU1355,Male,16,98.31118201722008,3.745476515911635,60.26666146849379,High School,Yes,Low,Yes,Public,87,Pass
STU1577,Male,15,95.82785969603071,2.794007679646972,53.69258486042101,Associate's,Yes,High,Yes,Public,86,Pass
STU1234,Female,15,92.97778302458669,3.150932972373256,95.76090280132824,Master's,Yes,Medium,Yes,Public,99,Pass
STU1952,Female,15,94.88435193185046,1.524268005204434,72.2816318675114,Master's,Yes,Low,Yes,Public,90,Pass
STU1424,Female,15,92.45801024148628,4.422266268370097,100.0,Associate's,Yes,Low,No,Private,100,Pass
STU1063,Female,17,96.9529503594599,5.96785611603973,75.81681795433497,High School,Yes,Low,Yes,Public,100,Pass
STU1515,Male,15,92.60638321097852,3.614548666149884,44.66924871781099,Master's,Yes,High,No,Public,84,Pass
STU1214,Male,17,89.60169792237409,3.1946919623425623,74.41896137039511,High School,Yes,Medium,Yes,Public,92,Pass
STU1112,Male,15,93.90953257092268,1.1862505171403648,87.48846618374557,Associate's,Yes,Low,Yes,Private,99,Pass
STU1780,Female,17,91.19854285017644,3.946700624812392,81.66781239472405,Bachelor's,Yes,Medium,No,Public,99,Pass
STU1837,Female,15,92.9502809121326,2.6463010291791558,78.09975547395028,High School,Yes,Low,No,Private,87,Pass
STU1801,Female,18,88.86992723618272,4.144886367724228,72.68821523975618,Bachelor's,Yes,High,No,Public,99,Pass
STU1963,Male,17,95.006127173274,2.482491343570926,80.65533755098858,Bachelor's,Yes,Medium,Yes,Public,90,Pass
STU1339,Male,15,92.61771681146396,3.888549237666301,59.11847106356765,High School,Yes,Low,No,Private,91,Pass
STU1848,Female,15,91.38004512560482,2.6043065189136656,75.35697600839981,Master's,Yes,Low,No,Public,97,Pass
STU1723,Male,16,96.66252256552032,1.6266294667256969,82.64858836969361,High School,No,Medium,No,Public,86,Pass
STU1653,Female,16,93.83310127827252,3.0095089577031957,53.534431474092,Associate's,Yes,High,Yes,Private,92,Pass
STU1315,Female,16,86.73430152060348,3.028575853001984,71.73157365745992,Master's,Yes,Low,No,Private,99,Pass
STU1217,Male,15,93.62736364494609,3.1703888506381714,92.8763688854408,Associate's,No,High,Yes,Public,100,Pass
STU1518,Female,18,98.18154822214758,4.218114661897172,77.90290820912688,Bachelor's,Yes,Low,No,Private,100,Pass
STU1817,Female,16,95.76992056177843,8.72910347446821,73.4707295859343,Associate's,Yes,Medium,No,Private,100,Pass
STU1935,Male,17,97.116969455302,3.400710626671991,79.13500565730669,Bachelor's,Yes,High,No,Public,100,Pass
STU1296,Female,15,86.04984201211666,1.342988106415011,82.0036487616443,Bachelor's,Yes,Medium,No,Public,86,Pass
STU1825,Female,17,88.47397960598644,3.899272832745105,83.5701452806011,High School,Yes,Low,No,Public,89,Pass
STU1393,Male,15,89.84235959848405,2.7032945916234428,82.73984923313769,Associate's,Yes,High,Yes,Private,100,Pass
STU1806,Female,17,95.58351728317685,5.913090207401005,49.08634778518492,Associate's,Yes,Medium,No,Public,95,Pass
STU1087,Female,17,98.9827744515767,3.4837475074762123,81.23478172537209,Bachelor's,Yes,Medium,No,Public,97,Pass
STU1965,Male,16,83.27067154494421,6.796293125155367,71.96070745133012,High School,Yes,Low,No,Public,100,Pass
STU1743,Female,17,87.66312398227598,7.6496256831816,67.6265503806127,Associate's,Yes,High,Yes,Public,100,Pass
STU1199,Female,17,91.05858733443829,3.6627170145709913,62.62194644071268,High School,Yes,Low,Yes,Public,82,Pass
STU1738,Female,15,86.9664742480257,5.068475904089682,78.59315408922916,High School,Yes,Medium,No,Public,100,Pass
STU1940,Female,15,88.51037238155047,1.8353658105517567,40.0,Associate's,No,High,No,Public,75,Pass
STU1732,Female,17,99.86752069045984,3.4315355892141444,61.13015784692589,Master's,No,Medium,Yes,Public,95,Pass
STU1213,Female,15,90.2406710567574,1.9313880724712469,79.64004184434998,Associate's,Yes,Medium,Yes,Public,94,Pass
STU1556,Male,15,87.71700124826987,6.537088115556417,96.32087614181222,Associate's,No,Medium,No,Private,100,Pass
STU1340,Male,15,97.72958477265158,3.26871784540383,95.75143686601756,Bachelor's,Yes,Medium,Yes,Public,100,Pass
STU1177,Female,17,88.95631687158597,4.31342658381652,69.13281814251455,Bachelor's,Yes,Low,No,Public,95,Pass
STU1054,Female,17,92.15492496466148,1.1917163165579765,98.9270553060366,High School,Yes,Medium,Yes,Private,85,Pass
STU1118,Male,18,90.47031252735472,2.918008018215632,53.85855424837277,High School,Yes,Low,Yes,Public,84,Pass
STU1207,Male,17,98.47168329132134,3.888549237666301,84.73303953790636,Bachelor's,Yes,Low,No,Private,100,Pass
STU1996,Male,17,94.4444422024855,10.0,67.6503883228869,High School,Yes,Low,No,Public,100,Pass
STU1329,Male,17,92.93751092680787,3.131458194481358,71.21414954374062,High School,Yes,Medium,Yes,Public,89,Pass
STU1125,Male,17,90.23761705307886,2.784628407911309,72.67703343928565,Associate's,No,Medium,Yes,Private,85,Pass
STU1657,Male,16,95.4965431482998,2.1336746651293703,58.27024227566972,High School,No,Medium,Yes,Private,92,Pass
STU1039,Female,15,87.78913040422202,6.835166891670598,61.92370007566503,High School,Yes,Medium,Yes,Private,98,Pass
STU1273,Female,17,95.13464371480448,6.167000841160172,71.08403039951078,High School,Yes,Medium,No,Public,100,Pass
STU1535,Female,16,92.72054183457446,2.315395923056104,57.36856337008725,Associate's,Yes,Medium,No,Public,77,Pass
STU1941,Male,15,94.73525521385343,2.4212408182568788,57.85596916442974,Associate's,Yes,Medium,Yes,Private,91,Pass
STU1425,Male,18,86.37456373439099,7.646229116065983,78.48029036387092,Associate's,Yes,Medium,Yes,Private,100,Pass
STU1537,Female,15,97.49861074912934,10.0,72.73303407117974,High School,Yes,Medium,No,Public,100,Pass
STU1703,Male,16,83.2991049031103,2.79723734927406,53.44689215635593,High School,Yes,Low,Yes,Public,82,Pass
STU1526,Male,16,92.88942120323615,2.4708718438241366,76.77674609823606,High School,No,Low,No,Public,81,Pass
STU1667,Male,15,87.17609442974799,1.0,90.5333051864912,High School,No,High,No,Private,88,Pass
STU1354,Male,17,89.96259312962667,3.342074684971816,56.980756890423066,Bachelor's,Yes,Low,No,Public,84,Pass
STU1788,Male,17,82.55076339914729,4.6542739849205965,60.27314773542287,High School,No,Medium,No,Private,78,Pass
STU1121,Female,18,92.85815086313526,3.836042372316366,58.70576616532187,High School,No,High,No,Private,93,Pass
