Student_ID,Gender,Age,Attendance_Percentage,Study_Hours,Previous_Grades,Parent_Education,Internet_Access,Family_Income,Extra_Activities,School_Type,Final_Exam_Score,Pass_Fail_Status,Attendance_Category,Study_Efficiency_Index,Risk_Level,Performance_Grade
STU1652,Female,16,95.07018780263554,4.278431824569093,73.3054003662476,Master's,Yes,Medium,No,Private,100,Pass,Excellent,4.067513170625563,Low,O
STU1225,Male,16,82.86884076061634,3.9288606642805752,82.36285630962975,Bachelor's,Yes,Medium,No,Public,91,Pass,Borderline,3.255801287589163,Medium,O
STU1962,Female,16,98.71357204471364,5.206115972906667,95.67725841698284,Master's,Yes,Low,No,Public,100,Pass,Excellent,5.139143041646568,Low,O
STU1977,Female,16,87.84656024019017,5.155257498594945,50.87684999303989,High School,Yes,Medium,Yes,Private,92,Pass,Good,4.528716384040129,Medium,O
STU1946,Male,16,95.98150210175832,10.0,73.06327668869699,High School,Yes,High,Yes,Private,100,Pass,Excellent,9.598150210175833,Low,O
STU1586,Male,15,92.55671906135294,1.579860481750701,63.30115161810248,Master's,Yes,Low,Yes,Public,93,Pass,Good,1.4622670276553333,Medium,O
STU1699,Male,18,97.11782347655252,5.328588110416084,74.81092850447125,Master's,No,Low,Yes,Public,100,Pass,Excellent,5.175008794866458,Low,O
STU1024,Male,18,95.81901578212972,4.377373295316918,76.92808767929759,High School,Yes,Low,Yes,Public,96,Pass,Excellent,4.194356008682449,Low,O
STU1546,Male,16,86.62654308108168,3.156692714755524,79.33157213095971,High School,Yes,Medium,No,Public,88,Pass,Good,2.734533774485061,Low,A+
STU1847,Male,15,77.42163296562259,6.220868923650035,66.00192483118003,Associate's,No,Medium,Yes,Public,92,Pass,Borderline,4.816298305340807,Medium,O
STU1124,Male,17,98.7408539787566,5.684045221352891,56.824978624825135,High School,No,Medium,Yes,Public,94,Pass,Excellent,5.61247479210255,Medium,O
STU1237,Male,18,97.8346286957596,10.0,47.75018898496863,High School,Yes,Low,No,Public,100,Pass,Excellent,9.78346286957596,Medium,O
STU1143,Female,17,92.14326536709105,7.530903047687329,48.8205122738775,Associate's,Yes,Low,Yes,Public,95,Pass,Good,6.9392199797688825,Medium,O
STU1661,Male,17,94.4422194867256,3.031788526231605,61.34573151027352,High School,Yes,Medium,No,Private,91,Pass,Good,2.8632883743170163,Medium,O
STU1956,Male,18,87.91991175053076,3.5546448839861173,61.67344112941645,Bachelor's,Yes,Low,Yes,Public,87,Pass,Good,3.1252406450453507,Medium,A+
STU1702,Male,16,97.6523492841092,4.346765670467678,70.69205807146342,High School,Yes,Medium,Yes,Public,94,Pass,Excellent,4.244718795086849,Low,O
STU1584,Male,16,92.37946927017082,4.316349345172688,87.0034429552948,Master's,Yes,Medium,No,Public,97,Pass,Good,3.9874206169170225,Low,O
STU1494,Male,15,94.794028941945,8.91520212166948,76.08041531046885,Associate's,Yes,High,No,Public,100,Pass,Good,8.451079279448262,Low,O
STU1069,Male,16,96.18493028017242,5.1074650892624645,65.91341342873346,Bachelor's,Yes,Low,No,Private,97,Pass,Excellent,4.9126117351912475,Low,O
STU1854,Female,17,96.78490107282528,1.0568193579997112,69.36364770940261,Bachelor's,Yes,Low,Yes,Private,90,Pass,Excellent,1.0228415701584876,Medium,O
STU1976,Male,18,98.5479906078004,3.923291368013813,88.06533564505276,Bachelor's,Yes,Medium,No,Private,100,Pass,Excellent,3.8663248088668962,Low,O
STU1802,Male,17,97.27484843295125,3.855649470946244,84.87625193764347,Bachelor's,Yes,Medium,Yes,Public,100,Pass,Excellent,3.7505771789688453,Low,O
STU1696,Female,15,83.3032948349243,3.76399112542207,47.39040172807022,Associate's,Yes,High,No,Public,75,Pass,Borderline,3.1355286247707324,High,A
STU1630,Male,16,94.80870560436878,5.96752345526329,58.981454684683925,High School,No,Low,Yes,Public,87,Pass,Good,5.657731744572229,Medium,A+
STU1158,Female,18,91.65430225820538,5.932786608995138,68.42243304880988,Associate's,No,Medium,No,Public,100,Pass,Good,5.437654170942737,Low,O
STU1450,Male,17,97.65310469256804,1.0,54.91207380364786,High School,Yes,Medium,No,Public,77,Pass,Excellent,0.9765310469256804,High,A
STU1436,Female,15,95.221830521881,7.589500678772851,79.56215510838136,High School,Yes,Medium,Yes,Public,100,Pass,Excellent,7.226861473798093,Low,O
STU1883,Male,17,86.37226460999418,3.112323112700184,78.22883447246664,Associate's,Yes,Medium,No,Public,91,Pass,Good,2.68818395441941,Low,O
STU1990,Female,17,91.69422418114604,6.627882304857049,61.038898484192366,Bachelor's,Yes,High,No,Public,100,Pass,Good,6.077385259078133,Medium,O
STU1625,Female,15,90.57181613626857,1.7090108488903115,63.87463264943359,Associate's,Yes,Low,Yes,Public,85,Pass,Good,1.5478821638058156,Medium,A+
STU1188,Female,15,94.42848604988592,3.075307014729567,64.75224136071331,Associate's,Yes,Medium,Yes,Public,83,Pass,Good,2.903965855395072,Medium,A+
STU1192,Female,16,90.39975965380005,1.0,62.669602512541736,Associate's,Yes,Medium,No,Public,85,Pass,Good,0.9039975965380005,Medium,A+
STU1248,Female,15,95.69291991779862,5.232928605455801,58.54983415721316,High School,Yes,Low,No,Private,94,Pass,Excellent,5.007542179774396,Medium,O
STU1010,Female,16,89.9151946878932,2.0239866896865264,73.33919660281816,Associate's,Yes,Low,No,Public,87,Pass,Good,1.8198715724886851,Low,A+
STU1984,Male,16,90.62088585023972,5.296514875229501,63.25524728815173,High School,Yes,Low,Yes,Private,93,Pass,Good,4.799748699122692,Medium,O
STU1622,Male,15,90.6230633740704,4.210640931354729,69.00236214797617,Associate's,Yes,Low,Yes,Public,90,Pass,Good,3.8158117996761445,Low,O
STU1299,Female,17,91.77732385814228,4.8686036526482095,71.20126141746651,Bachelor's,Yes,Medium,No,Public,99,Pass,Good,4.468274141660292,Low,O
STU1180,Male,16,94.99536424293646,3.598206595237738,66.3672220507743,Master's,Yes,Low,No,Public,95,Pass,Good,3.418129461359452,Low,O
STU1187,Female,17,99.28158749020942,5.1436316316063415,83.17339090069122,Associate's,Yes,Low,Yes,Public,100,Pass,Excellent,5.106679138507336,Low,O
STU1790,Female,16,92.55671906135294,3.335410085307964,81.85107454931651,Associate's,Yes,Low,No,Public,87,Pass,Good,3.087146142202524,Low,A+
STU1482,Female,15,87.27427798228933,2.190792440263535,62.146083501655966,Associate's,No,Low,No,Public,80,Pass,Good,1.9119982843305776,Medium,A+
STU1749,Female,17,100.0,5.328490974632184,61.63851315373928,Associate's,Yes,Medium,Yes,Private,93,Pass,Excellent,5.328490974632184,Medium,O
STU1774,Male,18,96.57104929727656,3.351502951645255,81.5635895461191,Bachelor's,Yes,Low,No,Public,96,Pass,Excellent,3.236581567633018,Low,O
STU1729,Male,17,92.61654825329616,3.277622983074532,60.262939485018606,High School,Yes,Medium,No,Public,83,Pass,Good,3.035621271680349,Medium,A+
STU1492,Female,16,95.89762567104174,7.05491310458447,59.90406913357811,High School,Yes,Medium,No,Private,100,Pass,Excellent,6.765494160451684,Medium,O
STU1247,Male,15,94.41238278698268,4.2842371482087565,96.71901490097368,Associate's,Yes,Medium,No,Private,100,Pass,Good,4.044850375868961,Low,O
STU1601,Male,15,88.25078596106894,8.232417714972424,43.70769727148293,Associate's,Yes,Medium,Yes,Private,100,Pass,Good,7.265173337061437,Medium,O
STU1863,Female,15,86.05286500205817,3.650959039570171,57.80621397234853,Associate's,Yes,Medium,No,Public,90,Pass,Good,3.1417548536017588,Medium,O
STU1105,Female,18,92.31540412435608,9.664966451267087,62.541370743404194,Associate's,Yes,Low,Yes,Private,100,Pass,Good,8.922252837970648,Medium,O
STU1300,Male,17,87.89181053491386,1.944203536061562,77.20158780066768,High School,Yes,Low,Yes,Public,84,Pass,Good,1.7087956883283237,Medium,A+
STU1034,Female,15,95.38595150772603,10.0,68.59702653430156,Associate's,Yes,Medium,No,Public,100,Pass,Excellent,9.538595150772602,Low,O
STU1162,Female,15,93.31342065400617,2.25726480427287,78.96087472893065,Associate's,Yes,Medium,No,Private,95,Pass,Good,2.106331002085972,Low,O
STU1375,Male,15,86.6865806613157,8.35021241858902,71.79272114342193,High School,Yes,Medium,Yes,Public,96,Pass,Good,7.238513623631372,Low,O
STU1288,Female,16,99.52498778772636,8.237706953527358,97.261936571669,Associate's,No,Low,Yes,Public,100,Pass,Excellent,8.198576839486789,Low,O
STU1563,Male,17,84.50840808365186,3.627565972831492,67.4129730291375,High School,Yes,Medium,Yes,Public,88,Pass,Borderline,3.0655982558241326,Medium,A+
STU1545,Female,18,92.55671906135294,4.157942097202646,60.54485220853283,High School,No,Low,Yes,Private,90,Pass,Good,3.8484547856415796,Medium,O
STU1682,Male,18,92.32630576837438,3.940533110733844,47.36550695580918,Associate's,No,Low,No,Public,78,Pass,Good,3.6381486487201635,Medium,A
STU1748,Female,16,90.75182761759687,7.981487779412482,90.9072547098688,Associate's,Yes,Medium,No,Public,100,Pass,Good,7.243346030891976,Low,O
STU1807,Female,17,92.55671906135294,6.851182215487891,80.26064316855371,High School,Yes,Medium,Yes,Private,100,Pass,Good,6.341229475570503,Low,O
STU1730,Male,17,97.24607266787248,1.0,63.2443962559781,Bachelor's,Yes,Medium,No,Public,83,Pass,Excellent,0.9724607266787249,Medium,A+
STU1605,Male,15,96.40929171283678,1.119733986505416,71.34796224301554,Associate's,Yes,Low,No,Public,85,Pass,Excellent,1.0795276054577827,Medium,A+
STU1684,Female,17,99.74286271406704,3.990689047436811,69.09148061536311,High School,Yes,Low,Yes,Public,98,Pass,Excellent,3.9804274979302083,Low,O
STU1175,Female,17,98.61473882467934,3.948186475186501,42.25634257046492,Master's,Yes,Medium,No,Public,91,Pass,Excellent,3.893493780816481,Medium,O
STU1994,Female,15,91.64923342387668,2.575880997389135,77.51016200801836,High School,Yes,Low,No,Public,93,Pass,Good,2.360775188018451,Low,O
STU1731,Male,16,95.6162645910262,5.706463424599919,80.44467382679139,Associate's,Yes,Low,Yes,Private,100,Pass,Excellent,5.456307166855593,Low,O
STU1142,Male,16,89.43702304757622,1.2991052602835014,74.10294232839072,High School,Yes,High,Yes,Public,84,Pass,Good,1.16188107105203,Medium,A+
STU1013,Female,18,92.03031207568804,4.55986534511354,75.15895106071898,Associate's,No,High,Yes,Public,91,Pass,Good,4.196458307339141,Low,O
STU1229,Female,18,90.58178447942008,4.077635180484018,81.10561120770923,High School,No,Medium,No,Public,83,Pass,Good,3.693594711043045,Low,A+
STU1270,Male,16,93.33176226939032,4.594563812803459,75.5025603133958,Associate's,Yes,Medium,Yes,Private,93,Pass,Good,4.2881873750811605,Low,O
STU1936,Male,17,86.95676895966307,10.0,82.91740014121396,High School,No,Medium,No,Public,98,Pass,Good,8.695676895966306,Low,O
STU1628,Female,16,98.5104951118184,7.050933123695689,83.418688532766,High School,Yes,Medium,Yes,Public,100,Pass,Excellent,6.945909130155826,Low,O
STU1408,Male,17,90.8803795231598,1.2537917403040255,86.46141287537341,High School,No,Medium,Yes,Public,86,Pass,Good,1.1394506920183285,Medium,A+
STU1173,Female,17,98.7197384452312,5.843140224439184,78.3274384763034,Bachelor's,Yes,Medium,Yes,Public,100,Pass,Excellent,5.768332746554457,Low,O
STU1380,Male,16,88.10704796210206,4.943532070912168,63.07540697646603,Bachelor's,Yes,Low,Yes,Private,95,Pass,Good,4.355600172740481,Medium,O
STU1426,Female,18,91.6815057272834,5.071363328837133,78.81016153547536,Bachelor's,Yes,Medium,No,Public,100,Pass,Good,4.649502260779166,Low,O
STU1206,Male,17,87.13975255424074,2.247684879891624,64.33905097596553,High School,Yes,Medium,Yes,Public,81,Pass,Good,1.9586270425366445,Medium,A+
STU1602,Male,16,92.77788725924194,6.734137395952409,57.43955915702502,High School,Yes,Low,Yes,Private,98,Pass,Good,6.247790401099176,Medium,O
STU1487,Male,16,97.44967192148604,10.0,44.09241986590382,Associate's,Yes,Medium,No,Private,100,Pass,Excellent,9.744967192148605,Medium,O
STU1885,Female,15,94.0766924000209,2.139642880570848,66.42211973847478,High School,Yes,Low,No,Public,87,Pass,Good,2.012905251213583,Low,A+
STU1275,Female,16,85.64367956399923,8.697663901587815,69.3231622585115,High School,Yes,Low,No,Private,100,Pass,Good,7.448999401429501,Low,O
STU1185,Male,15,95.27559930699698,4.090777354063562,80.4184615003008,High School,No,Medium,No,Public,86,Pass,Excellent,3.8975126403989724,Low,A+
STU1374,Female,16,85.76469754087873,4.406397546871657,86.5284150377702,Bachelor's,Yes,Low,Yes,Public,100,Pass,Good,3.779133528523177,Low,O
STU1119,Female,16,90.67695667767268,9.290937739175662,78.41964806836523,Bachelor's,Yes,Low,Yes,Private,100,Pass,Good,8.424739588701858,Low,O
STU1414,Female,15,91.96205205048096,3.5838883996536417,78.37998715126314,Bachelor's,Yes,High,Yes,Public,100,Pass,Good,3.295817315520631,Low,O
STU1135,Female,17,84.43161585793504,4.377076297727264,79.4359574179491,Master's,Yes,Low,No,Private,96,Pass,Borderline,3.6956362455058085,Medium,O
STU1369,Male,15,93.18116001018991,3.384844025302648,99.27043730279628,Associate's,Yes,Medium,Yes,Public,100,Pass,Good,3.154036927312614,Low,O
STU1498,Male,16,92.27242704382328,6.0434193660512125,76.4182204369441,Bachelor's,Yes,Medium,No,Public,100,Pass,Good,5.576409725491892,Low,O
STU1455,Male,15,89.858048678568,10.0,72.36175678538417,Associate's,Yes,High,No,Public,100,Pass,Good,8.9858048678568,Low,O
STU1916,Male,17,96.16444155905847,2.23497993522271,72.48142898923895,High School,Yes,Medium,Yes,Public,86,Pass,Excellent,2.149255973663926,Low,A+
STU1469,Male,18,92.10879227959644,7.492873993495966,70.51208431550917,Associate's,Yes,Medium,Yes,Private,100,Pass,Good,6.901595742441102,Low,O
STU1078,Male,17,92.55671906135294,3.4022684207513056,84.04428853334403,Bachelor's,Yes,High,No,Public,92,Pass,Good,3.149028023907915,Low,O
STU1155,Female,17,94.01527604388625,1.0382389284677689,80.35278500492458,Bachelor's,Yes,Medium,Yes,Public,97,Pass,Good,0.9761031945940596,Medium,O
STU1539,Male,15,88.53710323306778,7.307703685455256,89.75432644222221,High School,Yes,Medium,Yes,Public,100,Pass,Good,6.470029155958219,Low,O
STU1861,Female,17,82.11077714658185,7.445635409936941,83.61630091044701,Associate's,No,Low,Yes,Private,97,Pass,Borderline,6.113669098600307,Medium,O
STU1484,Female,15,92.55671906135294,1.1189820244307749,68.97541050438173,High School,Yes,Low,Yes,Public,83,Pass,Good,1.035693048699432,Medium,A+
STU1724,Female,15,95.42910499842608,3.888549237666301,84.17105828538308,Associate's,No,High,No,Public,93,Pass,Excellent,3.7108077349280717,Low,O
STU1082,Female,15,96.98887177448998,3.3691503459746013,76.23400371783144,Master's,Yes,Medium,No,Public,93,Pass,Excellent,3.2677009089470914,Low,O
STU1765,Male,15,91.7564813478513,6.364535570138302,68.62023141294083,High School,Yes,High,No,Private,100,Pass,Good,5.839873893291313,Low,O
STU1827,Male,15,90.98989648142206,2.5740876487337454,75.83464921463852,Bachelor's,Yes,Medium,No,Public,96,Pass,Good,2.342159686923906,Low,O
STU1970,Male,15,92.8101320404304,2.191087690030741,63.46006153708433,Bachelor's,Yes,Medium,No,Public,92,Pass,Good,2.0335513782391472,Medium,O
STU1368,Female,18,90.78868899523177,1.6531853233055454,93.39924972475004,Associate's,Yes,Medium,No,Private,100,Pass,Good,1.5009052816906885,Medium,O
STU1549,Female,15,92.55671906135294,2.389543495431404,74.64136647961743,Associate's,Yes,Medium,No,Private,91,Pass,Good,2.2116830599152775,Low,O
STU1631,Female,17,92.55736636795882,3.437283904675403,67.63725546536918,Bachelor's,Yes,Medium,No,Public,91,Pass,Good,3.181459456757293,Low,O
STU1737,Male,16,98.85196920569116,10.0,57.251784761361776,Master's,Yes,Medium,No,Public,100,Pass,Excellent,9.885196920569117,Medium,O
STU1321,Female,15,90.7895043115986,7.0649476243817215,84.87024857012726,Master's,No,Medium,Yes,Private,100,Pass,Good,6.414230928050226,Low,O
STU1261,Female,16,92.97488658858126,9.84714744373505,75.45901893443192,Bachelor's,Yes,Low,Yes,Public,100,Pass,Good,9.155374168023041,Low,O
STU1434,Male,17,90.85465496594672,1.2842342339146855,80.06090978630247,High School,No,Medium,No,Public,88,Pass,Good,1.1667865821777568,Medium,A+
STU1958,Male,16,84.31153383018454,10.0,64.02741250204838,Master's,Yes,Medium,No,Private,100,Pass,Borderline,8.431153383018454,Medium,O
STU1673,Male,18,88.61323223813608,3.398666068116249,62.77538087377962,Bachelor's,Yes,Low,Yes,Private,89,Pass,Good,3.0116678559385797,Medium,A+
STU1203,Male,15,89.36257235369956,5.739341770101946,80.24412851337836,Associate's,Yes,High,Yes,Public,100,Pass,Good,5.128823441933453,Low,O
STU1453,Male,18,94.0129443144398,2.0189096313865056,73.94859822159657,Master's,Yes,High,Yes,Public,95,Pass,Good,1.8980363875142574,Low,O
STU1114,Female,16,93.13100273663582,3.887750304756632,68.88019289696754,High School,Yes,High,Yes,Private,100,Pass,Good,3.6207008427164666,Low,O
STU1627,Male,15,93.13416980762388,6.702778052086925,89.20601386992188,Associate's,Yes,High,No,Private,100,Pass,Good,6.242576692858782,Low,O
STU1978,Male,16,89.55701081936854,2.487895594929079,60.67046932245096,Bachelor's,Yes,Medium,No,Public,86,Pass,Good,2.2280849271252285,Medium,A+
STU1028,Female,17,88.22843989601418,4.268296179203817,83.94348479426438,High School,No,Low,Yes,Private,94,Pass,Good,3.7658511290527095,Low,O
STU1728,Female,18,88.60795453487545,4.092746972382282,71.75712334442824,Bachelor's,Yes,High,Yes,Public,99,Pass,Good,3.626499376515984,Low,O
STU1510,Female,17,85.94193018146015,4.836753606572179,67.67667783747629,Bachelor's,Yes,Medium,No,Public,95,Pass,Good,4.156799407609518,Low,O
STU1779,Female,16,95.63942915750545,8.286230249100417,55.18164183680978,Associate's,Yes,High,Yes,Public,100,Pass,Excellent,7.92490330891618,Medium,O
STU1443,Male,17,94.47910240619258,2.32154178627943,89.21289654041794,Bachelor's,Yes,High,Yes,Private,97,Pass,Good,2.193371841661495,Low,O
STU1308,Male,17,87.96567749157296,4.777449714582761,68.90053604021858,High School,Yes,Medium,Yes,Public,92,Pass,Good,4.202516008251944,Low,O
STU1611,Male,18,94.72500458345972,2.0111586340303425,78.7432873981216,High School,Yes,Medium,No,Public,88,Pass,Good,1.9050701082658879,Low,A+
STU1786,Female,18,92.24554473826323,4.401609184007828,90.468208503065,Bachelor's,No,High,No,Public,100,Pass,Good,4.060288369037444,Low,O
STU1291,Male,16,92.3263787573365,4.456312157015447,71.50507552033136,Associate's,Yes,Medium,No,Public,99,Pass,Good,4.114351640695314,Low,O
STU1168,Male,16,92.55671906135294,9.796699747779488,80.69000689052596,Bachelor's,Yes,Medium,No,Private,100,Pass,Good,9.067503862836533,Low,O
STU1683,Male,17,92.63941211239656,1.4297610355034271,57.82996899609438,Bachelor's,No,Medium,Yes,Public,84,Pass,Good,1.3245222179024883,Medium,A+
STU1548,Female,16,90.18144427313396,2.2023394476356364,65.45976326082238,Bachelor's,Yes,Low,Yes,Public,94,Pass,Good,1.9861015216747777,Low,O
STU1887,Female,15,95.9966067468582,5.408382040729289,63.73531012170872,Master's,Yes,Medium,Yes,Private,100,Pass,Excellent,5.1918632390066,Medium,O
STU1967,Female,15,98.73811977922595,3.1662726172113564,81.38255811124947,High School,Yes,High,No,Public,97,Pass,Excellent,3.1263180493189817,Low,O
STU1319,Male,15,83.74627414747165,4.3421004697587335,86.99709085857548,Associate's,Yes,High,No,Public,96,Pass,Borderline,3.6363473631628036,Medium,O
STU1184,Female,18,88.50537885341889,4.206196348955943,81.93612487396166,Master's,Yes,Medium,Yes,Public,100,Pass,Good,3.7227100139621303,Low,O
STU1876,Male,16,92.1665924621671,1.9477206083276977,77.74236376979884,High School,Yes,Low,No,Public,87,Pass,Good,1.7951477153790312,Medium,A+
STU1127,Female,15,86.32485124285509,9.707658797084342,74.39408791726666,High School,No,Medium,Yes,Private,100,Pass,Good,8.380122015746995,Low,O
STU1228,Male,16,88.85668661074962,6.122891939690486,90.89938439169168,Bachelor's,Yes,High,Yes,Private,100,Pass,Good,5.4405989023656245,Low,O
STU1689,Female,17,92.94204363232356,4.864321767774403,92.0635555208793,Bachelor's,Yes,High,No,Public,100,Pass,Good,4.521000059821498,Low,O
STU1149,Male,18,97.55311250460356,1.7511641671104947,88.75225638457778,Bachelor's,Yes,Medium,No,Public,90,Pass,Excellent,1.7083151500816047,Medium,O
STU1867,Male,15,90.92778729306954,3.32988421728986,40.0,High School,Yes,High,Yes,Public,82,Pass,Good,3.027790038202818,Medium,A+
STU1670,Male,17,97.75060261528242,5.917760886028082,79.24444986147154,Bachelor's,Yes,Medium,No,Public,100,Pass,Excellent,5.784646927423927,Low,O
STU1440,Male,17,88.91337476100443,6.328867687925065,79.59644071500631,Master's,Yes,Medium,No,Private,100,Pass,Good,5.62720984549293,Low,O
STU1671,Male,16,81.79095797485303,3.4264362533431783,73.29297761551281,High School,Yes,Medium,No,Public,81,Pass,Borderline,2.8025150360070477,Medium,A+
STU1289,Male,15,90.3011342640066,2.626145960594216,57.48225363530506,High School,Yes,Medium,No,Public,73,Pass,Good,2.371439589844969,Medium,A
STU1430,Male,18,87.72798493655318,1.2431391136310623,81.7946624706863,High School,Yes,High,Yes,Public,90,Pass,Good,1.090580894346659,Medium,O
STU1614,Male,16,94.0053041807696,4.803677096719566,82.68312637760641,High School,Yes,Medium,No,Private,99,Pass,Good,4.51571126663319,Low,O
STU1433,Female,16,92.83859631171345,4.002719414161707,69.15887330354951,Master's,Yes,Low,Yes,Public,95,Pass,Good,3.7160685184041684,Low,O
STU1569,Female,17,91.9317334264947,3.943803146705812,72.55834159120451,Associate's,No,High,Yes,Public,89,Pass,Good,3.6256065956952965,Low,A+
STU1725,Female,17,89.87256047708664,6.32726588061233,79.82237823231715,Bachelor's,Yes,Medium,Yes,Public,100,Pass,Good,5.686475855099385,Low,O
STU1085,Male,18,95.97830571586212,3.395655989539428,78.6757081444379,Associate's,Yes,High,No,Private,97,Pass,Excellent,3.259093086699135,Low,O
STU1025,Male,18,96.1028898126188,6.200549684970202,55.45950633215175,High School,Yes,Medium,Yes,Public,90,Pass,Excellent,5.9589074315235955,Medium,O
STU1995,Male,17,90.5768342447025,4.236040773223276,68.46506831400005,Associate's,No,Medium,Yes,Public,94,Pass,Good,3.8368716297004606,Low,O
STU1826,Female,16,91.3418509245613,2.252447068940932,80.65343425051023,Bachelor's,Yes,Medium,No,Public,97,Pass,Good,2.0574268438666765,Low,O
STU1480,Female,16,88.53738788939086,2.727334189635911,84.56996297851188,Bachelor's,Yes,High,Yes,Public,96,Pass,Good,2.4147104505179215,Low,O
STU1618,Male,17,94.28862982955184,5.336100117652357,77.05583753078923,Bachelor's,Yes,Low,No,Public,99,Pass,Good,5.031335687267512,Low,O
STU1820,Male,16,85.91831410725115,3.111717877158761,89.0445581763402,High School,Yes,High,No,Public,98,Pass,Good,2.6735355398287517,Low,O
STU1411,Male,15,95.97532409396962,7.314662487781656,82.8144813659077,Associate's,Yes,Low,Yes,Public,100,Pass,Excellent,7.020271029028465,Low,O
STU1090,Male,15,92.55671906135294,7.286833392766391,75.94119588697859,Associate's,Yes,Low,No,Public,100,Pass,Good,6.7444539118116404,Low,O
STU1253,Female,15,84.53152803051974,5.842766446780172,84.94462860963618,Bachelor's,Yes,Medium,Yes,Public,100,Pass,Borderline,4.938979756717783,Medium,O
STU1197,Female,18,85.50713730181045,6.436523524021736,95.86584064540554,High School,Yes,Medium,Yes,Private,100,Pass,Good,5.503687007148594,Low,O
STU1929,Female,17,94.32461403496328,3.969950637211425,51.04353024451584,Master's,Yes,Low,No,Public,91,Pass,Good,3.7446406159282413,Medium,O
STU1084,Male,18,84.15664177682034,2.597432268269933,52.44320201704565,High School,Yes,High,Yes,Public,84,Pass,Borderline,2.1859117694034667,High,A+
STU1259,Female,15,83.87076094331773,3.26542455716448,70.61508794160258,Master's,Yes,Medium,Yes,Public,89,Pass,Borderline,2.738736424123813,Medium,A+
STU1361,Male,18,94.87906227641734,4.34439632773134,74.10463349447936,High School,Yes,Medium,Yes,Public,97,Pass,Good,4.121922497322607,Low,O
STU1985,Female,15,92.76789016159186,3.037208633849567,61.84185786667667,Associate's,Yes,Medium,No,Public,82,Pass,Good,2.8175543694279512,Medium,A+
STU1566,Female,16,84.81554427662253,3.2974950828938736,88.68399820238605,Bachelor's,Yes,Medium,No,Public,98,Pass,Borderline,2.7967884020513045,Medium,O
STU1979,Female,18,84.35433230821849,4.051889240771674,81.66696569436873,Associate's,Yes,High,Yes,Public,100,Pass,Borderline,3.417944114921489,Medium,O
STU1409,Female,16,91.57372506535933,7.277030790556362,73.74778946315558,High School,Yes,Medium,No,Public,97,Pass,Good,6.663848169065627,Low,O
STU1474,Female,16,94.41871350760002,4.4951502538461305,76.80987796482343,Associate's,No,Medium,No,Public,92,Pass,Good,4.244263039915133,Low,O
STU1796,Female,15,99.16001796682876,8.78837428286048,85.27424205748657,Bachelor's,Yes,Medium,No,Public,100,Pass,Excellent,8.71455351787661,Low,O
STU1570,Male,16,86.93512468060189,8.020342556023145,86.20582870212932,Bachelor's,No,High,Yes,Public,100,Pass,Good,6.972494800890093,Low,O
STU1269,Male,17,97.0006236233816,3.2241475794574,63.66262230317801,Associate's,Yes,Low,No,Public,83,Pass,Excellent,3.127443258611841,Medium,A+
STU1638,Male,15,88.07971108025171,7.446881641500366,71.82816668741073,Associate's,Yes,Medium,Yes,Public,100,Pass,Good,6.559191834321829,Low,O
STU1741,Male,17,95.19056400144098,5.855433873130616,65.93586129359643,High School,Yes,Medium,No,Public,95,Pass,Excellent,5.573820528564454,Low,O
STU1715,Male,15,90.389082063628,2.401699280260829,65.66326664369114,High School,Yes,Low,Yes,Public,89,Pass,Good,2.1708739333565235,Low,A+
STU1003,Female,18,95.86902682027612,3.778954374977197,71.63696805929496,High School,Yes,Low,Yes,Public,88,Pass,Excellent,3.6228467832728866,Low,A+
STU1823,Male,17,96.89031090617044,3.1112428468692874,89.93787479870792,Bachelor's,Yes,High,No,Public,100,Pass,Excellent,3.014492867377641,Low,O
STU1785,Male,17,95.18436715068864,3.888549237666301,89.50417604950468,Bachelor's,No,Low,No,Public,100,Pass,Excellent,3.7012909832155962,Low,O
STU1196,Male,18,97.93996836438478,2.9284794298341392,57.7375745524668,High School,No,Low,No,Private,86,Pass,Excellent,2.868151827137072,Medium,A+
STU1447,Female,17,91.87066254491928,4.886238814529065,50.80081536703261,Master's,Yes,Medium,No,Public,94,Pass,Good,4.489019972434861,Medium,O
STU1258,Female,16,98.92436627876268,3.253398993608213,76.84698697578864,High School,Yes,Medium,No,Private,97,Pass,Excellent,3.218404336946567,Low,O
STU1040,Male,16,94.75970475834212,1.9307981989401333,62.98493287566392,Associate's,Yes,Medium,No,Public,83,Pass,Good,1.8296186727950574,Medium,A+
STU1235,Male,17,92.93852458093636,2.576450699769191,79.70838710460214,Bachelor's,Yes,Low,Yes,Private,96,Pass,Good,2.3945152669206964,Low,O
STU1392,Male,15,90.52628534133244,2.766247224735749,75.24489761049658,Associate's,Yes,Low,Yes,Private,91,Pass,Good,2.5041808559109735,Low,O
STU1982,Female,17,78.82043722704488,6.474892423254117,87.16624607892145,Associate's,Yes,Low,No,Private,100,Pass,Borderline,5.103538517989696,Medium,O
STU1322,Female,15,85.86599810358734,3.551403900153779,71.16745959671606,Bachelor's,Yes,High,No,Private,99,Pass,Good,3.049448405556771,Low,O
STU1643,Male,16,87.02032997279633,1.667131064708412,60.54651584816696,Associate's,Yes,Medium,No,Private,75,Pass,Good,1.450742953588253,Medium,A
STU1735,Male,15,90.29560665958972,1.0,73.60546875438126,Associate's,No,Medium,No,Public,86,Pass,Good,0.9029560665958972,Medium,A+
